GEOGCD,GEOGNM,GEOGNMW,GEOGCD_P,GEOGNM_P,GEOGNMW_P,SI_ID,SI_TITLE,OPER_DATE,ENTITYCD,YEAR
E05011192,Eastleigh North,,E05004503,Eastleigh Central,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011192,Eastleigh North,,E05004504,Eastleigh North,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011193,Eastleigh South,,E05004505,Eastleigh South,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011194,Fair Oak & Horton Heath,,E05004497,Bishopstoke East,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011194,Fair Oak & Horton Heath,,E05004506,Fair Oak and Horton Heath,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011195,Hamble & Netley,,E05004507,Hamble-le-Rice and Butlocks Heath,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011195,Hamble & Netley,,E05004513,Netley Abbey,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011196,Hedge End North,,E05004508,Hedge End Grange Park,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011196,Hedge End North,,E05004510,Hedge End Wildern,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011197,Hedge End South,,E05004509,Hedge End St John's,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011197,Hedge End South,,E05004510,Hedge End Wildern,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011198,Hiltingbury,,E05004512,Hiltingbury West,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011198,Hiltingbury,,E05004511,Hiltingbury East,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011199,West End North,,E05004514,West End North,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011199,West End North,,E05004515,West End South,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011200,West End South,,E05004500,Bursledon and Old Netley,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011200,West End South,,E05004515,West End South,,1231/2016,The Eastleigh (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011201,Ashdown,,E05003929,Ashdown,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011202,Baird,,E05003939,Ore,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011202,Baird,,E05003930,Baird,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011203,Braybrooke,,E05003940,St Helens,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011203,Braybrooke,,E05003931,Braybrooke,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011203,Braybrooke,,E05003935,Gensing,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011204,Castle,,E05003932,Castle,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011205,Central St Leonards,,E05003933,Central St Leonards,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011205,Central St Leonards,,E05003937,Maze Hill,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011206,Conquest,,E05003934,Conquest,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011207,Gensing,,E05003935,Gensing,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011207,Gensing,,E05003941,Silverhill,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011208,Hollington,,E05003936,Hollington,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011209,Maze Hill,,E05003943,West St Leonards,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011209,Maze Hill,,E05003937,Maze Hill,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011209,Maze Hill,,E05003935,Gensing,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011210,Old Hastings,,E05003938,Old Hastings,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011211,Ore,,E05003938,Old Hastings,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011211,Ore,,E05003939,Ore,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011211,Ore,,E05003942,Tressell,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011212,St Helens,,E05003940,St Helens,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011213,Silverhill,,E05003934,Conquest,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011213,Silverhill,,E05003941,Silverhill,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011213,Silverhill,,E05003929,Ashdown,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011213,Silverhill,,E05003944,Wishing Tree,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011214,Tressell,,E05003932,Castle,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011214,Tressell,,E05003938,Old Hastings,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011214,Tressell,,E05003942,Tressell,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011215,West St Leonards,,E05003943,West St Leonards,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011216,Wishing Tree,,E05003936,Hollington,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011216,Wishing Tree,,E05003944,Wishing Tree,,1228/2016,The Hastings (Electoral Changes) Order 2016,03/05/2018,E05,2018
E05011217,Barnehurst,,E05000079,North End,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011217,Barnehurst,,E05000080,Northumberland Heath,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011217,Barnehurst,,E05000064,Barnehurst,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011217,Barnehurst,,E05000070,Colyers,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011218,Belvedere,,E05000075,Erith,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011218,Belvedere,,E05000077,Lesnes Abbey,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011218,Belvedere,,E05000065,Belvedere,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011219,Bexleyheath,,E05000064,Barnehurst,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011219,Bexleyheath,,E05000068,Brampton,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011219,Bexleyheath,,E05000069,Christchurch,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011219,Bexleyheath,,E05000080,Northumberland Heath,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011220,Blackfen & Lamorbey,,E05000066,Blackfen and Lamorbey,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011220,Blackfen & Lamorbey,,E05000083,Sidcup,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011220,Blackfen & Lamorbey,,E05000067,Blendon and Penhill,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011220,Blackfen & Lamorbey,,E05000076,Falconwood and Welling,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011221,Blendon & Penhill,,E05000067,Blendon and Penhill,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011221,Blendon & Penhill,,E05000081,St Mary's,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011221,Blendon & Penhill,,E05000083,Sidcup,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011222,Crayford,,E05000064,Barnehurst,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011222,Crayford,,E05000071,Crayford,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011222,Crayford,,E05000079,North End,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011223,Crook Log,,E05000068,Brampton,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011223,Crook Log,,E05000082,St Michael's,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011223,Crook Log,,E05000073,Danson Park,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011223,Crook Log,,E05000069,Christchurch,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011224,East Wickham,,E05000074,East Wickham,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011224,East Wickham,,E05000082,St Michael's,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011225,Erith,,E05000070,Colyers,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011225,Erith,,E05000075,Erith,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011226,Falconwood & Welling,,E05000073,Danson Park,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011226,Falconwood & Welling,,E05000076,Falconwood and Welling,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011227,Longlands,,E05000083,Sidcup,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011227,Longlands,,E05000078,Longlands,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011228,Northumberland Heath,,E05000080,Northumberland Heath,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011228,Northumberland Heath,,E05000075,Erith,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011228,Northumberland Heath,,E05000068,Brampton,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011228,Northumberland Heath,,E05000070,Colyers,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011229,St Mary's & St James,,E05000072,Cray Meadows,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011229,St Mary's & St James,,E05000081,St Mary's,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011230,Sidcup,,E05000083,Sidcup,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011230,Sidcup,,E05000072,Cray Meadows,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011230,Sidcup,,E05000078,Longlands,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011231,Slade Green & Northend,,E05000079,North End,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011231,Slade Green & Northend,,E05000075,Erith,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011231,Slade Green & Northend,,E05000070,Colyers,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011232,Thamesmead East,,E05000077,Lesnes Abbey,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011232,Thamesmead East,,E05000084,Thamesmead East,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011233,West Heath,,E05000082,St Michael's,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011233,West Heath,,E05000065,Belvedere,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011233,West Heath,,E05000068,Brampton,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011233,West Heath,,E05000077,Lesnes Abbey,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011233,West Heath,,E05000080,Northumberland Heath,,481/2017,The London Borough of Bexley (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011234,Aldborough,,E05000495,Aldborough,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011235,Barkingside,,E05000496,Barkingside,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011235,Barkingside,,E05000495,Aldborough,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011236,Bridge,,E05000497,Bridge,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011236,Bridge,,E05000503,Fairlop,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011236,Bridge,,E05000511,Roding,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011237,Chadwell,,E05000498,Chadwell,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011237,Chadwell,,E05000512,Seven Kings,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011238,Churchfields,,E05000499,Church End,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011238,Churchfields,,E05000509,Monkhams,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011238,Churchfields,,E050000511,Roding,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011239,Clayhall,,E05000500,Clayhall,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011239,Clayhall,,E05000511,Roding,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011239,Clayhall,,E05000515,Wanstead,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011240,Clementswood,,E05000501,Clementswood,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011240,Clementswood,,E05000507,Loxford,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011240,Clementswood,,E05000508,Mayfield,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011241,Cranbrook,,E05000510,Newbury,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011241,Cranbrook,,E05000502,Cranbrook,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011242,Fairlop,,E05000503,Fairlop,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011242,Fairlop,,E05000504,Fullwell,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011243,Fullwell,,E05000500,Clayhall,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011243,Fullwell,,E05000504,Fullwell,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011243,Fullwell,,E05000511,Roding,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011244,Goodmayes,,E05000505,Goodmayes,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011244,Goodmayes,,E05000512,Seven Kings,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011245,Hainault,,E05000506,Hainault,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011246,Ilford Town,,E05000510,Newbury,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011246,Ilford Town,,E05000514,Valentines,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011246,Ilford Town,,E05000501,Clementswood,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011246,Ilford Town,,E05000507,Loxford,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011247,Loxford,,E05000507,Loxford,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011248,Mayfield,,E05000508,Mayfield,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011249,Monkhams,,E05000509,Monkhams,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011250,Newbury,,E05000510,Newbury,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011250,Newbury,,E05000512,Seven Kings,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011251,Seven Kings,,E05000512,Seven Kings,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011252,South Woodford,,E05000511,Roding,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011252,South Woodford,,E05000513,Snaresbrook,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011252,South Woodford,,E05000499,Church End,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011253,Valentines,,E05000510,Newbury,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011253,Valentines,,E05000514,Valentines,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011253,Valentines,,E05000502,Cranbrook,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011254,Wanstead Park,,E05000502,Cranbrook,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011254,Wanstead Park,,E05000514,Valentines,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011254,Wanstead Park,,E05000515,Wanstead,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011255,Wanstead Village,,E05000500,Clayhall,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011255,Wanstead Village,,E05000513,Snaresbrook,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011255,Wanstead Village,,E05000515,Wanstead,,609/2017,The London Borough of Redbridge (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011256,Alconbury,,E05008576,Ellington,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011256,Alconbury,,E05002784,Sawtry,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011256,Alconbury,,E05008525,Alconbury and The Stukeleys,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011257,Brampton,,E05002763,Brampton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011257,Brampton,,E05008529,Huntingdon West,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011258,Buckden,,E05008526,Buckden,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011259,Fenstanton,,E05008535,The Hemingfords,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011259,Fenstanton,,E05008577,Fenstanton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011260,Godmanchester & Hemingford Abbots,,E05008535,The Hemingfords,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011260,Godmanchester & Hemingford Abbots,,E05002769,Godmanchester,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011260,Godmanchester & Hemingford Abbots,,E05008528,Gransden and The Offords,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011261,Great Paxton,,E05008528,Gransden and The Offords,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011262,Great Staughton,,E05008576,Ellington,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011262,Great Staughton,,E05008578,Kimbolton and Staughton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011262,Great Staughton,,E05002763,Brampton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011263,Hemingford Grey & Houghton,,E05008535,The Hemingfords,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011263,Hemingford Grey & Houghton,,E05008584,Upwood and The Raveleys,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011264,Holywell-cum-Needingworth,,E05008527,Earith,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011264,Holywell-cum-Needingworth,,E05008938,Somersham,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011265,Huntingdon East,,E05002771,Huntingdon East,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011266,Huntingdon North,,E05008529,Huntingdon West,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011266,Huntingdon North,,E05002772,Huntingdon North,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011266,Huntingdon North,,E05002771,Huntingdon East,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011267,Kimbolton,,E05008576,Ellington,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011267,Kimbolton,,E05008578,Kimbolton and Staughton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011268,Ramsey,,E05008531,Ramsey,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011268,Ramsey,,E05008939,Warboys and Bury,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011269,St Ives East,,E05002779,St Ives West,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011269,St Ives East,,E05008937,St Ives East,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011270,St Ives South,,E05008577,Fenstanton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011270,St Ives South,,E05008580,St Ives South,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011271,St Ives West,,E05002779,St Ives West,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011272,St Neots East,,E05008582,St Neots Priory Park,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011273,St Neots Eatons,,E05002781,St Neots Eaton Socon,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011273,St Neots Eatons,,E05008581,St Neots Eaton Ford,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011274,St Neots Eynesbury,,E05008533,St Neots Eynesbury,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011274,St Neots Eynesbury,,E05008582,St Neots Priory Park,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011275,St Neots Priory Park & Little Paxton,,E05008582,St Neots Priory Park,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011275,St Neots Priory Park & Little Paxton,,E05008579,Little Paxton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011275,St Neots Priory Park & Little Paxton,,E05008581,St Neots Eaton Ford,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011276,Sawtry,,E05008584,Upwood and The Raveleys,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011276,Sawtry,,E05002784,Sawtry,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011277,Somersham,,E05008938,Somersham,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011278,"Stilton, Folksworth & Washingley",,E05002767,Elton and Folksworth,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011278,"Stilton, Folksworth & Washingley",,E05002784,Sawtry,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011278,"Stilton, Folksworth & Washingley",,E05002786,Stilton,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011279,The Stukeleys,,E05008525,Alconbury and The Stukeleys,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011279,The Stukeleys,,E05008529,Huntingdon West,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011280,Warboys,,E05008938,Somersham,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011280,Warboys,,E05008939,Warboys and Bury,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011280,Warboys,,E05008584,Upwood and The Raveleys,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011281,Yaxley,,E05002790,Yaxley and Farcet,,480/2017,The Huntingdonshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011282,Balsham,,E05002791,Balsham,,479/2017,The South Cambridgeshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
E05011283,Bar Hill,,E05002792,Bar Hill,,479/2017,The South Cambridgeshire (Electoral Changes) Order 2017,03/05/2018,E05,2018
